geneID	geneLength	geneProduct	BUBUP	BUBUG	BUBUN	BUBUO	BUBUC	BUBUH
650469160	240	LSU ribosomal protein L7AE	152.6	295.62	168.78	176.67	378.29	334.9
650469161	429	SSU ribosomal protein S12P	860.05	395.08	532.54	613.36	420.44	309.29
650469162	471	SSU ribosomal protein S7P	198.72	156.21	178.88	164.16	246.73	135.44
650469163	2094	translation elongation factor G	586.25	227.76	412.42	523.48	350.33	294.89
650469164	1203	translation elongation factor Tu	3551.87	1332.43	2103.81	2805.13	1689.51	1146.42
650469165	555	RNA polymerase, sigma-24 subunit, ECF subfamily	1219.61	338.53	1442.2	1402.11	449.31	535.61
650469166	603	hypothetical protein	1304.74	274.54	1273.66	1451.81	289.08	414.69
650469167	375	hypothetical protein	43.41	38.54	56.17	29.93	25.82	27.22
650469168	840	VanW family protein	19.38	17.21	9.64	17.82	12.97	4.56
650469169	270	Phosphotransferase system, phosphocarrier protein HPr	110.53	43.8	84.01	78.52	121.05	108.68
650469170	1755	phosphoenolpyruvate--protein phosphotransferase (EC 2.7.3.9)	938.33	1864.87	1448.56	972.07	761.5	741.49
650469171	1878	Excinuclease ABC subunit C	56.34	363.8	96.63	69.72	188.22	124.32
650469172	708	metallophosphoesterase	80.47	467.65	98.41	47.56	170.98	127.94
650469173	1287	trigger factor	76.94	313.41	66.72	71.7	198.46	145.72
650469174	585	ATP-dependent Clp protease, proteolytic subunit ClpP	695.63	1233.01	659.19	888.94	1411.25	1650.92
650469175	1296	ATP-dependent Clp protease, ATP-binding subunit ClpX	344.35	445.05	248.79	357.96	461.42	412.47
650469176	1677	Sigma 54 interacting domain protein	0.81	2.35	0.97	0.74	2.17	1.52
650469177	1020	O-sialoglycoprotein endopeptidase (EC 3.4.24.57)	371.04	251.18	525.8	489.05	313.31	340.22
650469178	687	Lytic transglycosylase catalytic	67.13	1373.15	63.68	70.79	2220.18	3108.73
650469179	324	hypothetical protein	0	8.11	5	3.85	3.74	7.88
650469180	471	protein of unknown function DUF402	360	181.32	285.53	360.09	246.73	222.11
650469181	849	PHP domain protein	75.09	75.83	76.34	71.97	48.48	61.61
650469182	465	SsrA-binding protein	81.68	271.25	38.33	118	296.77	164.62
650469183	180	hypothetical protein	0	29.2	0	6.93	33.63	7.09
650469184	393	hypothetical protein	238.16	140.41	255.62	260.2	258.74	224
650469185	174	hypothetical protein	335.22	385.1	679.77	415.69	723.53	1165.82
650469186	1332	hypothetical protein	0	17.75	3.65	3.74	12.72	4.79
650469187	213	hypothetical protein	12.74	18.51	22.82	5.85	34.1	35.94
650469188	717	beta-lactamase domain-containing protein	39.73	56.81	38.42	31.31	69.22	44.48
650469189	822	ADP-ribosylation/Crystallin J1	6.6	39.96	21.68	12.14	41.23	27.94
650469190	1617	potassium/proton antiporter, CPA1 family (TC 2.A.36)	10.07	19.5	4.01	9.25	14.22	11.83
650469191	129	DNA polymerase beta domain protein region	21.03	30.56	12.56	0	37.54	19.78
650469192	879	transcriptional regulator, AraC family	13.89	52.32	31.34	19.86	27.54	23.22
650469193	2886	endoglucanase Cel9V	151.35	290	136.99	172.41	203.85	136.6
650469194	2124	glycoside hydrolase family 9	48.54	206.61	55.69	66.35	136.21	64.27
650469195	1338	transcriptional regulator-like protein	38.52	51.06	39.96	46.6	52.47	41.95
650469196	1053	hypothetical protein	33.49	32.44	46.16	52.11	26.44	27.87
650469197	1464	TROVE domain-containing protein	12.97	10.77	8.85	12.78	13.23	11.33
650469198	1581	hypothetical protein	8.58	14.13	7.17	9.47	9.19	8.07
650469199	240	hypothetical protein	5.65	0	13.5	10.39	5.04	5.32
650469200	1398	Methyltransferase type 12	7.76	6.58	5.8	11.6	10.39	11.86
650469201	2613	polynucleotide 3'-phosphatase/polynucleotide 5'-hydroxyl-kinase/polynucleotide 2',3'-cyclic phosphate phosphodiesterase	11.42	12.57	16.74	15.75	8.34	6.84
650469202	702	iron-sulfur cluster repair di-iron protein	32.85	20.59	30.01	33.75	6.9	18.17
650469203	1230	flavodoxin/nitric oxide synthase	24.26	11.75	14.49	32.44	17.72	5.19
650469204	699	transcriptional regulator, Crp/Fnr family	65.98	73.31	23.18	58.87	77.93	40.15
650469205	621	hypothetical protein	2.18	12.69	13.05	10.04	11.7	20.54
650469206	120	hypothetical protein	0	10.95	0	0	0	10.63
650469207	144	hypothetical protein	28.26	100.36	33.76	8.66	42.03	8.86
650469208	705	nicotinamide mononucleotide transporter PnuC	9.62	7.45	20.68	23	42.93	43.43
650469209	1023	cytidyltransferase-related domain protein	3.98	8.99	11.09	3.66	7.1	11.22
650469210	387	hypothetical protein	7.01	10.19	0	9.67	21.9	3.3
650469211	186	hypothetical protein	0	7.06	8.71	13.41	26.03	20.58
650469212	342	Domain of unknown function DUF1801	182.45	195.93	137.39	116.68	152.2	149.22
650469213	687	hypothetical protein	3.95	26.77	11.79	10.89	15.86	9.29
650469214	741	N-acetylmuramoyl-L-alanine amidase family 2	1.83	14.18	0	3.37	4.9	5.17
650469215	162	Protein of unknown function DUF2292	108.85	624.49	40.01	23.09	612.74	504.02
650469216	666	cobalamin B12-binding domain protein	18.33	55.24	17.03	9.36	47.26	51.72
650469217	1119	methyltransferase MtaA/CmuA family	100.61	718.58	66.61	41.23	544.14	484.56
650469218	1068	methyltransferase MtaA/CmuA family	25.4	121.79	6.07	15.18	123.55	138.57
650469219	1677	ferredoxin	21.03	146.51	14.49	10.41	168.19	153.67
650469220	657	protein of unknown function DUF1847	12.39	46	4.93	3.8	36.85	33.01
650469221	1083	extracellular solute-binding protein family 3	33.82	54.59	13.46	10.36	62.59	76.57
650469222	807	ABC transporter related protein	20.17	125.36	16.06	17	100.5	104.34
650469223	909	binding-protein-dependent transport systems inner membrane component	34.32	239.94	23.17	26.07	284.99	321.41
650469224	1323	Phenylacetate--CoA ligase	16.4	59.59	13.47	2.83	79.6	81
650469225	1173	aminotransferase class I and II	722.76	16398.11	628.5	492.24	13282.8	12730.87
650469226	546	pyruvate ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1)	4.97	57.75	8.9	6.85	42.12	84.12
650469227	312	pyruvate ferredoxin/flavodoxin oxidoreductase, delta subunit	4.35	54.74	5.19	4	46.56	28.62
650469228	1188	pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	22.84	112.81	17.73	15.75	140.62	133.16
650469229	906	pyruvate ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)	131.75	208.83	114.46	101.86	183.05	143.63
650469230	213	hypothetical protein	57.32	92.53	45.64	35.13	102.3	119.79
650469231	381	endoribonuclease L-PSP	85.45	137.94	72.3	62.19	162.04	100.46
650469232	1161	Cys/Met metabolism pyridoxal-phosphate-dependent protein	93.47	255.76	73.97	94.52	245.03	173.62
650469233	1182	aminotransferase class I and II	48.2	134.5	53.46	58.03	133.14	112.25
650469234	2013	carbon-monoxide dehydrogenase, catalytic subunit	571.43	651.38	504.68	417.55	454.02	460.76
650469235	984	extracellular solute-binding protein family 3	45.49	33.38	24.7	24.08	38.14	19.45
650469236	780	binding-protein-dependent transport systems inner membrane component	102.61	96.01	37.39	49.56	97.77	83.42
650469237	771	ABC transporter related protein	124.92	117.58	98.77	58.23	91.06	84.39
650469238	2133	hypothetical protein	10.81	10.47	7.6	10.52	10.22	11.36
650469239	1032	glycoside hydrolase family 5	194.53	151.5	235.51	189.72	89.15	111.26
650469240	1038	transcriptional regulator, LacI family	81.02	141.77	142.05	86.5	100.29	66.37
650469241	4407	Glucan endo-1,3-beta-D-glucosidase	82.8	79.6	79.05	109.79	99.44	87.72
650469242	1755	Na/Pi-cotransporter II-related protein	6.96	7.49	6.46	6.4	5.52	6.54
650469243	1776	Dockerin type 1	50.41	294.44	90.32	55.47	177.9	153.73
650469244	1839	glycoside hydrolase family 9	172.6	482.25	240.53	216.32	339	303.17
650469245	696	two component transcriptional regulator, winged helix family	1.95	5.66	4.66	3.58	3.48	5.5
650469246	2040	integral membrane sensor signal transduction histidine kinase	5.98	7.73	3.97	4.28	11.87	10.63
650469247	1602	lysyl-tRNA synthetase, class I (EC 6.1.1.6)	193.9	77.91	125.42	204.73	179.84	284.31
650469248	426	CheW protein	3.18	49.35	0	0	11.37	8.98
650469249	1809	CheA signal transduction histidine kinase	3.75	29.78	3.58	2.76	12.05	4.94
650469250	4425	methyl-accepting chemotaxis sensory transducer	0.61	13.96	2.56	1.13	5.74	2.88
650469251	834	MCP methyltransferase, CheR-type	1.63	6.3	0	0	1.45	1.53
650469252	1095	response regulator receiver modulated CheB methylesterase	0	9.6	0	1.14	6.63	1.17
650469253	987	oxidoreductase domain protein	31.61	129.12	44.32	46.75	138.59	117.63
650469254	1302	protein of unknown function DUF21	171.9	187.7	124.45	183.9	147.83	121.51
650469255	513	TipAS antibiotic-recognition domain-containing protein	68.75	69.15	56.85	80.22	35.4	19.9
650469256	1701	glycoside hydrolase family 5	775.13	1106.09	712.51	788.12	686.04	580.53
650469257	702	Protein of unknown function DUF3592	25.12	80.48	27.7	28.42	31.04	29.08
650469258	1818	Phosphoenolpyruvate carboxykinase (GTP)	4612.62	3443.66	3635.39	4702.23	3675.53	3369.17
650469259	534	SSU ribosomal protein S30P/sigma 54 modulation protein	2855.21	8151.38	4038.57	3481.99	6689.65	5521.33
650469260	2226	ATP-dependent DNA helicase PcrA	17.67	27.15	17.47	12.33	23.38	12.61
650469261	1758	S-layer domain-containing protein	997.68	315.39	1155.77	1298.85	298.85	255.45
650469262	894	peptidase C39 bacteriocin processing	40.97	22.04	41.69	50.22	41.98	42.81
650469263	1536	Dockerin type 1	0.88	1.71	1.05	0.81	1.58	0.83
650469264	1257	ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)	2.16	87.8	1.29	0	73.19	0
650469265	642	ATP phosphoribosyltransferase catalytic subunit (EC 2.4.2.17)	2.11	53.21	0	1.94	41.48	1.99
650469266	1308	histidinol dehydrogenase	6.22	105.47	2.48	1.91	55.53	10.73
650469267	1077	histidinol phosphate aminotransferase apoenzyme (EC 2.6.1.9)	1.26	182.99	3.01	4.63	82.05	7.11
650469268	588	imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	92.28	254.73	71.65	152.7	265.58	171.41
650469269	885	phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	217.65	299.89	151.96	202.91	239.37	185.96
650469270	621	imidazole glycerol phosphate synthase subunit hisH (EC 2.4.2.-)	39.32	139.64	28.7	34.14	74.07	69.85
650469271	714	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16)	11.4	68.09	15.89	22.71	44.08	26.8
650469272	762	imidazoleglycerol phosphate synthase, cyclase subunit	17.8	50	14.88	16.37	38.13	16.74
650469273	663	phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)/phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	22.51	77.29	12.22	9.4	23.74	23.09
650469274	1170	putative transcriptional regulator	23.19	180.8	36.01	35.17	50.7	46.89
650469275	285	Chaperonin Cpn10	195.14	133.69	244.46	183.78	131.67	85.05
650469276	1626	chaperonin GroEL	463	135.75	428.49	572.92	137.73	102.79
650469277	1056	type IV pilus assembly PilZ	5.14	49.77	10.74	8.27	26.37	12.08
650469278	531	hypothetical protein	25.55	108.87	67.13	39.93	79.79	40.85
650469279	1752	glycoside hydrolase family 18	83.62	37.5	79.53	103.92	69.79	89.57
650469280	954	hypothetical protein	32.7	77.12	37.37	47.06	213.17	172.51
650469281	480	transcription elongation factor GreA	3266.85	968.98	2123.25	3694.44	2491.67	4151.69
650469282	315	anti-sigma-factor antagonist	124.88	137.64	82.3	150.44	349.71	445.52
650469283	393	putative anti-sigma regulatory factor, serine/threonine protein kinase	41.42	73.55	28.86	34.91	110.89	97.39
650469284	759	RNA polymerase, sigma 28 subunit, Sig B/F/G subfamily	62.55	55.39	44.83	52.58	70.18	105.9
650469285	435	ATP-binding region ATPase domain protein	2030.04	2944.87	2838.29	2006.78	1497.16	1525.1
650469290	159	hypothetical protein	34.13	57.84	30.57	101.96	38.07	24.07
650469291	312	SSU ribosomal protein S10P	39.13	58.96	41.55	63.95	42.68	24.53
650469292	639	LSU ribosomal protein L3P	101.89	24.67	109.03	117.1	39.78	29.95
650469293	627	LSU ribosomal protein L4P	67.07	18.86	46.52	75.58	30.89	28.49
650469294	354	LSU ribosomal protein L23P	76.64	29.69	73.23	126.82	44.45	21.62
650469295	828	LSU ribosomal protein L2P	99.93	26.98	90.02	78.32	27.78	18.49
650469296	285	ribosomal protein S19	128.51	32.27	90.96	109.39	63.71	35.81
650469297	477	LSU ribosomal protein L22P	170.63	63.35	176.63	133.33	83.75	101.64
650469298	681	ribosomal protein S3	97.6	28.94	59.48	86.07	30.22	28.1
650469299	438	ribosomal protein L16	108.39	27	77.68	105.35	30.4	20.39
650469300	204	LSU ribosomal protein L29P	113.04	19.32	87.37	97.81	23.74	6.25
650469301	258	SSU ribosomal protein S17P	189.28	15.28	131.88	154.68	37.54	24.72
650469302	369	LSU ribosomal protein L14P	161.75	21.36	87.82	98.01	26.24	13.83
650469303	351	ribosomal protein L24	285.98	56.15	184.65	120.8	41.39	32.71
650469304	543	LSU ribosomal protein L5P	327.25	87.11	286.46	404.21	91.4	44.64
650469305	186	ribosomal protein S14	561.55	21.19	200.36	254.78	39.05	20.58
650469306	399	ribosomal protein S8	530.35	69.15	483.24	434.44	100.12	51.16
650469307	552	LSU ribosomal protein L6P	373.52	71.41	272.98	365.99	107.46	78.58
650469308	369	LSU ribosomal protein L18P	426.43	96.14	307.37	327.82	82.01	76.06
650469309	501	SSU ribosomal protein S5P	387.18	104.9	355.75	348.48	106.31	86.58
650469310	180	LSU ribosomal protein L30P	504.91	43.8	306.05	374.12	127.78	92.14
650469311	441	LSU ribosomal protein L15P	522.9	95.34	415.17	429.83	107.05	92.58
650469312	1284	protein translocase subunit secY/sec61 alpha	730	105.4	497.19	638.1	124.45	147.06
650469313	654	Adenylate kinase (EC 2.7.4.3)	949.95	160.72	616.9	730.32	185.1	173.62
650469314	771	methionine aminopeptidase, type I (EC 3.4.11.18)	1579.92	558.95	1199.98	1227.66	519.7	554.34
650469315	273	hypothetical protein	114.28	33.69	71.22	54.82	22.17	23.37
650469316	219	translation initiation factor IF-1	384.03	119.99	236.75	347.36	49.75	75.73
650469317	114	ribosomal protein L36	654.44	334.23	497.46	623.53	286.7	436.46
650469318	372	SSU ribosomal protein S13P	123.98	56.51	91.47	140.8	97.62	65.16
650469319	405	SSU ribosomal protein S11P	147.37	42.17	96.02	190.91	53.8	56.7
650469320	627	SSU ribosomal protein S4P	439.18	165.54	289.43	507.18	214.3	197.37
650469321	948	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6)	496.52	159.38	264.92	445.95	160.89	181.68
650469322	525	LSU ribosomal protein L17P	6691.95	1346.4	2987.49	5641.5	1496.44	1552.84
650469323	858	Cobalt ATP-binding cassette-like protein	9.49	13.78	15.11	13.08	8.47	11.9
650469324	591	methyltransferase small	0	15.56	0	0	6.14	2.16
650469325	2526	type III restriction protein res subunit	4.3	28.09	0.64	4.44	23.96	22.73
650469326	1164	protein of unknown function DUF55	17.48	56.44	13.92	19.28	82.16	70.15
650469327	1872	DNA methylase N-4/N-6 domain protein	43.48	89.84	45.87	29.98	168.13	207.86
650469328	279	hypothetical protein	34.03	37.67	23.23	35.76	125.83	109.75
650469329	2028	regulatory protein DeoR	99.66	68.03	101.47	100.23	91.92	101.28
650469330	267	transcriptional regulator, LuxR family	0	0	0	0	0	4.78
650469331	384	hypothetical protein	0	0	0	0	0	0
650469332	1320	copper amine oxidase-like domain-containing protein	26.72	45.79	24.55	21.73	51.36	55.09
650469333	1707	Resolvase domain protein	15.89	29.25	11.39	16.07	43.26	39.61
650469334	846	ABC transporter related protein	11.22	18.64	7.66	10.32	34.34	18.1
650469335	810	cobalt transport protein	6.7	4.87	8	10.78	13.45	14.18
650469336	954	glucokinase, ROK family	108.06	106.05	81.52	130.72	95.17	108.32
650469337	735	tRNA pseudouridine synthase A	35.07	28.6	24.25	47.51	54.35	83.32
650469338	477	transcriptional regulator, CarD family	773.5	3079.46	1280.6	737.26	2370.3	2115.65
650469339	714	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	30.4	23.92	13.62	6.99	16.95	7.15
650469340	756	ABC transporter related protein	12.56	10.43	19.29	18.15	14.41	6.75
650469341	1218	ABC-2 type transporter	12.25	19.42	7.98	16.38	25.84	12.57
650469342	1815	integral membrane sensor signal transduction histidine kinase	5.23	221.51	5.36	2.06	116.72	81.54
650469343	1851	histidine kinase	3.66	144.09	6.13	3.37	47.74	24.81
650469344	471	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	48.96	78.11	51.6	39.72	84.81	92.1
650469345	1719	prolyl-tRNA synthetase (EC 6.1.1.15)	74.97	28.28	47.13	51.51	66.9	60.12
650469346	843	SCP-like extracellular	8.05	1.56	0	0	0	3.03
650469347	1704	Pectinesterase	3.18	6.17	6.66	4.39	7.1	2.25
650469348	1665	Pectate lyase/Amb allergen	77.4	0	78.82	113.1	6.54	2.3
650469349	633	hypothetical protein	4.29	4.15	5.12	3.94	3.82	2.02
650469350	726	IstB domain protein ATP-binding protein	1.87	5.43	0	1.72	3.33	3.51
650469351	522	hypothetical protein	80.56	70.48	46.56	76.45	132.18	87.99
650469352	333	hypothetical protein	20.37	11.84	4.87	11.23	7.27	19.16
650469353	1626	extracellular solute-binding protein family 5	56.73	49.29	32.88	54.45	67	73.76
650469354	1029	oligopeptide/dipeptide ABC transporter, ATPase subunit	56.68	86.82	51.96	70.29	154.11	181.02
650469355	1017	oligopeptide/dipeptide ABC transporter, ATPase subunit	44.02	52.97	23.9	47.82	99.98	145.52
650469356	1056	binding-protein-dependent transport systems inner membrane component	29.54	77.14	38.36	60.23	158.19	211.43
650469357	924	binding-protein-dependent transport systems inner membrane component	152.68	159.26	110.47	145.76	576.44	828.45
650469358	747	copper amine oxidase-like domain-containing protein	0	1.76	0	1.67	1.62	1.71
650469359	1179	major facilitator superfamily MFS_1	2.3	7.8	4.12	5.29	3.08	4.33
650469360	780	polyferredoxin	15.65	11.79	14.54	14.39	6.21	19.63
650469361	375	transcriptional regulator, GntR family	36.17	87.59	69.13	29.93	200.14	187.12
650469362	852	ABC transporter related protein	17.51	70.94	19.02	32.2	117.93	122.79
650469363	612	hypothetical protein	115.26	124.52	135.02	83.55	152.31	173.03
650469364	2052	glycoside hydrolase family 11	124.28	332.95	150.03	145.86	100.29	36.06
650469365	1374	glycoside hydrolase family 11	134.27	312.69	211.08	189.69	100.44	51.07
650469366	702	sugar fermentation stimulation protein	195.16	477.26	228.5	195.41	272.46	207.18
650469367	1215	hypothetical protein	2.23	5.41	6.67	3.08	2.99	3.15
650469368	765	RNA polymerase, sigma 28 subunit, SigI	1.77	5.15	6.35	9.78	1.58	1.67
650469369	1371	hypothetical protein	0.99	0	0	0.91	2.65	0.93
650469370	708	transcriptional regulator, Crp/Fnr family	51.73	38.97	43.48	66.93	47.87	43.25
650469371	198	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein	6.85	0	0	6.3	0	0
650469372	591	hypothetical protein	0	0	0	4.22	0	6.48
650469373	513	hypothetical protein	7.93	23.05	12.63	19.45	11.8	7.46
650469374	873	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	1.55	114.38	1.86	5.71	142.82	151.99
650469375	1656	methyl-accepting chemotaxis sensory transducer	4.1	54.74	1.96	3.77	68.71	62.4
650469376	351	hypothetical protein	0	0	0	0	0	0
650469377	783	hypothetical protein	1.73	6.71	0	0	6.18	4.89
650469378	354	hypothetical protein	3.83	0	0	0	3.42	3.6
650469379	354	hypothetical protein	0	0	0	0	0	3.6
650469380	300	hypothetical protein	9.04	4.38	0	4.16	8.07	8.51
650469381	2955	glycosyltransferase 36	889.17	286.78	505	916.21	340.01	370.87
650469382	222	hypothetical protein	0	5.92	0	0	0	0
650469383	597	peptide methionine sulfoxide reductase	11.36	13.2	5.43	14.62	6.08	2.14
650469384	1938	NADH:flavin oxidoreductase/NADH oxidase	13.3	7.46	10.03	17.37	8.12	9.22
650469385	525	RNA polymerase, sigma-24 subunit, ECF subfamily	2420.99	2910.52	1941.25	1971.56	2527.12	3115.4
650469386	1047	hypothetical protein	11460.74	14761.22	9943	9755.01	10553.69	13324.68
650469387	2025	hypothetical protein	117.9	132.36	93.62	99.77	129.72	192.16
650469388	234	hypothetical protein	284.05	275.13	180.03	239.82	243.14	316.23
650469389	579	intracellular protease, PfpI family	46.86	24.96	27.98	45.23	29.27	30.85
650469390	780	hypothetical protein	6.96	11.79	0	6.4	21.73	16.36
650469391	1728	ABC transporter related protein	108.33	18.25	62.82	108.97	35.03	64.97
650469392	573	hypothetical protein	26.04	6.88	11.31	19.59	10.56	20.04
